Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,RELIANCE.NS,TCS.NS
2023-08-25,861.4574584960938,759.9597778320312,2446.186279296875,954.7504272460938,1319.918212890625,399.1114196777344,354.9712219238281,2593.632568359375,1225.1075439453125,3140.95361328125
2023-08-28,858.350830078125,767.868408203125,2438.695556640625,954.8980102539062,1315.781982421875,397.3559875488281,357.2660827636719,2649.6162109375,1212.897705078125,3135.612060546875
2023-08-29,843.4097900390625,773.9763793945312,2410.498046875,952.1431274414062,1317.6409912109375,396.1856689453125,355.8193054199219,2672.815673828125,1201.2838134765625,3136.16943359375
2023-08-30,845.924560546875,768.3307495117188,2416.032470703125,943.4359130859375,1333.9066162109375,398.6163024902344,354.1830139160156,2663.03466796875,1200.142333984375,3149.91748046875
2023-08-31,844.59326171875,764.80224609375,2390.364501953125,943.2882690429688,1334.1854248046875,395.8255920410156,350.96026611328125,2656.841552734375,1194.6578369140625,3118.195068359375
2023-09-01,854.0115356445312,766.3839721679688,2390.125732421875,953.0778198242188,1341.9927978515625,397.0408935546875,353.4247131347656,2656.251953125,1197.4619140625,3139.00244140625
2023-09-04,853.3704833984375,771.1779174804688,2386.88134765625,951.7495727539062,1361.7435302734375,393.8450927734375,351.6487121582031,2665.09912109375,1196.494140625,3175.509765625
2023-09-05,853.9622192382812,766.4814453125,2392.2724609375,952.7826538085938,1374.5701904296875,398.8863525390625,353.41473388671875,2686.578125,1202.89697265625,3185.588134765625
2023-09-06,868.1636352539062,776.507080078125,2407.9697265625,942.0584716796875,1373.2225341796875,402.8022766113281,353.26507568359375,2684.12060546875,1205.4281005859375,3186.098876953125
2023-09-07,863.2326049804688,783.9777221679688,2392.654541015625,950.0770263671875,1362.7659912109375,401.4069519042969,356.9966735839844,2798.10302734375,1207.06591796875,3209.647216796875
2023-09-08,873.6371459960938,790.0856323242188,2398.7138671875,954.8980102539062,1365.92626953125,398.48126220703125,357.8348083496094,2852.36669921875,1215.1064453125,3197.245849609375
2023-09-11,878.5189208984375,794.173828125,2420.135986328125,962.4738159179688,1372.292724609375,402.5772399902344,360.7681579589844,2845.092041015625,1228.20947265625,3233.2412109375
2023-09-12,878.1244506835938,796.6559448242188,2384.448486328125,974.5262451171875,1395.2041015625,406.1330871582031,361.42669677734375,2894.145751953125,1210.4658203125,3326.27294921875
2023-09-13,902.533203125,800.0626831054688,2391.79541015625,973.8375244140625,1392.64794921875,408.2486267089844,364.1006774902344,2857.42919921875,1216.52099609375,3314.2431640625
2023-09-14,902.3359985351562,799.5759887695312,2386.309326171875,971.7714233398438,1400.6412353515625,405.05279541015625,363.4920349121094,2869.078369140625,1217.6376953125,3306.998046875
